パウワウ,こおりにおおわれたうみでエサをとる。いきつぎをするときはあたまのでっぱりでこおりをわってうみからかおをだす。
ジュゴン,つめたいこおりのうえでねるのがだいすき。むかしひょうざんでねむるすがたをみたふなのりがにんぎょとまちがえた。
ベトベター,ドロドロブヨブヨしたからだはどんなにほそいすきまにもはいりこむことができる。げすいかんにもぐってきたないみずをのむ。
ベトベトン,からだからしみだしているたいえきははながまがるほどきょうれつなにおいをはなつ。1てきでプールのみずがにごりにおいだす。
シェルダー,よるになるとおおきなベロでかいていのすなにあなをほりそのなかでねむる。カラをとじてねむるがベロはだしたまま。
パルシェン,のみこんだかいすいをうしろへいきおいよくふんしゃすることでうみのなかをおよぐ。トゲをはっしゃするしくみもおなじ。
ゴース,きょうふうをうけるとガスじょうのからだはみるみるふきとばされちいさくなってしまう。かぜをさけたゴースがのきしたにあつまる。
ゴースト,やみにうかぶゴーストがてまねきしてもぜったいにちかよってはいけないよ。ペロリとなめられいのちをすわれてしまうぞ。
ゲンガー,まよなかがいとうのあかりでできたかげがじぶんをおいこしていくのはゲンガーがかげになりすましてはしっていくからだ。
イワーク,のうみそにじしゃくがあるのでつちのなかをほりすすんでいてもほうこうをまちがえない。としをとるほどからだはまるみをおびる。
スリープ,ねむっているときキミのはながムズムズしたらまくらもとにたったスリープがはなのあなからゆめをたべようとしているあいず。
スリーパー,てにもっているふりこのうごきとかがやきがあいてをふかいさいみんじょうたいにおとす。えものをさがしながらふりこをみがいている。
クラブ,すなはまにあなをほりそこでくらしている。エサのすくないすなはまではばしょとりをするクラブたちのあらそいをみることができる。
キングラー,キングラーはきょだいなハサミをふってなかまどうしであいずをおくりあっているがハサミがおもすぎてすぐにつかれてしまう。
ビリリダマ,モンスターボールをつくっているかいしゃではじめてはっけんされたこととすがたかたちがにていることのかんけいはまだナゾである。
マルマイン,くうきちゅうのでんきエネルギーをたべる。カミナリのおちるひはでんきをたべすぎたマルマインがあちらこちらでだいばくはつする。
タマタマ,なかまおもいの6このたまごはおたがいにひきつけあいくるくるかいてんしている。カラのヒビがふえるとしんかはまぢかだ。
ナッシー,なんごくうまれのナッシーのあたまはつよいひざしをいっぱいあびてどんどんそだちじめんにおちるとタマタマになるという。
カラカラ,2どとあえないははおやのおもかげをまんげつにみつけてなきごえをあげる。かぶっているホネのしみはなみだのあと。
ガラガラ,ははおやにあえないかなしみをのりこえたカラカラがたくましくしんかしたすがた。きたえられたこころはかんたんにくじけない。
サワムラー,じざいにのびちぢみするあしできょうれつなキックをはなちあいてをけりたおす。たたかいのあとつかれたあしをもみほぐす。
エビワラー,せかいチャンピオンをめざしていたボクサーのたましいがやどったといわれるエビワラーはふくつのせいしんでぜったいにへこたれない。
ベロリンガ,はじめてめにするものはかならずペロリ。したざわりとあじできおくしているのだ。でもすっぱいものはちょっとにがて。
ドガース,しげきをあたえるとガスのどくそがつよまりからだのあちこちからいきおいよくふきだす。まんまるにふくらんだあとだいばくはつする。
マタドガス,くさったなまゴミからでるガスがだいすき。そうじをしないいえにすみつきかぞくがねしずまったまよなかゴミばこをあさる。
サイホーン,ひたすらまっすぐつきすすみこわしまくる。こうてつのかたまりにぶつかってもへいきだが1にちたつとちょっといたみをかんじる。
サイドン,ツノはダイヤモンドのげんせきをくだきしっぽのいちげきはビルをなぎたおす。かたいひふはたいほうでもキズつかない。
ラッキー,えいようまんてんのタマゴをまいにちうむ。しょくよくをなくしたひとでもペロリとたべてしまうほどおいしいタマゴだ。
モンジャラ,てきにつかまれるとツルはぷちっときれる。ぜんぜんいたくないのでそのスキににげる。よくじつにはあたらしいツルがはえそろうぞ。
ガルーラ,ガルーラのこどもが1ぴきであそんでいてもぜったいにつかまえたりしてはいけないよ。ちかくにいるおやがはげしくおこりだすぞ。
タッツー,ちいさなムシやいわばのコケをたべる。かいりゅうがはやくなるとしっぽをいわばやサンゴにまきつけながされないようにする。
シードラ,サンゴのえだのすきまにもぐってねむる。シードラにきづかずサンゴをとろうとしてどくのトゲにさされてしまうことがある。
トサキント,すいちゅうでゆうがにたなびくひれがとてもうつくしいポケモンだがゆだんをしているときょうれつなツノのひとつきをくらうぞ。
アズマオウ,あきになるとメスにプロポーズするためにかわぞこでおどるオスをみることができる。からだのいろがもっともうつくしいきせつ。
ヒトデマン,なつのおわりごろよるにすなはまへいくとコアとよばれるきかんをあかくひからせたヒトデマンがほしのようにみえるよ。
スターミー,からだのちゅうしんにあるコアとよばれるぶぶんがなないろにかがやくことからうみのほうせきというべつめいをつけられた。
バリヤード,めにみえないものをみぶりでそこにあるとしんじこませるパントマイムのたつじん。しんじさせたものはほんとうにあらわれる。
ストライク,めにもとまらぬスピードがりょううでのカマのきれあじをさらにするどくするのだ。ひとふりすればたいぼくもまっぷたつだ。
ルージュラ,おどるようなこしつきでリズミカルにあるく。そのうごきはみているひともおもわずこしをふってしまうほどかろやかなのだ。
エレブー,あらしがくるときのうえなどカミナリのおちそうなたかいばしょへきそってのぼる。ひらいしんがわりにするまちもある。
ブーバー,たたかいになるとからだからしゃくねつのほのおをふきあげあいてをいかくする。そのねっぷうでまわりのくさきももやすぞ。
カイロス,じぶんのたいじゅうの2ばいもあるあいてをツノではさみかるがるもちあげるかいりき。さむいばしょではからだのうごきがにぶる。
ケンタロス,いつもあばれていないときがすまない。たたかうあいてがいないときはたいぼくにぶちあたりなぎたおすことできをしずめる。
コイキング,はねることしかしないなさけないポケモン。なぜはねるのかしらべたけんきゅうしゃがいるほどとにかくはねてはねてはねまくる。
ギャラドス,コイキングからギャラドスにしんかするときのうさいぼうのこうぞうがくみかわるためにせいかくがきょうぼうになるといわれている。
ラプラス,ひとがぜつめつのききにおいこんでしまった。ゆうぐれどきになるとすくなくなったなかまをさがしてかなしそうなこえでうたうという。
メタモン,からだのさいぼうをくみかえてへんしんする。おもいだしながらいぜんみたものにかわるとちょっとちがうかたちになってしまうのだ。
イーブイ,くらしているかんきょうでとつぜんへんいするふあんていないでんしをもつポケモン。いしのほうしゃせんがしんかをひきおこす。
シャワーズ,とつぜんへんいによりすいちゅうでせいかつできるようにヒレとエラがはえてきた。みずをじざいにあやつるちからをもつ。
サンダース,さいぼうのだすよわいでんきをたいもうのせいでんきでぞうふくさせカミナリをおとす。さかだったたいもうはでんきをおびたはり。
ブースター,ふさふさのたいもうはあがりすぎたたいおんをくうきにほうねつしてさげるきのうをもつ。たいおんはさいこう900どまであがるぞ。
ポリゴン,ぜんしんをプログラムデータにもどしてでんしくうかんにはいることができる。コピーガードされているのでコピーできない。
オムナイト,おおむかしにぜつめつしたがにんげんのてでかせきからふっかつさせたポケモンのひとつ。てきにおそわれるとかたいカラにかくれる。
オムスター,しょくしゅをあやつりえものをつかまえる。カラがおおきくなりすぎたことでうごきがにぶくなりぜつめつしたとかんがえられている。
カブト,かせきからふっかつしたポケモンだがまれにいきつづけているカブトをはっけんできる。そのすがたは3おくねんかわっていない。
カブトプス,すいちゅうをおよぎえものをとらえていた。みずのせいかつからちじょうでくらせるようにエラやあしなどがへんかをはじめていた。
プテラ,コハクからとりだしたいでんしをさいせいしてふっかつしたきょうりゅうじだいのポケモン。そらのおうじゃだったとそうぞうされている。
カビゴン,たべてねてのくりかえしで1にちがおわる。おおきなおなかのうえをあそびばにしているこどもたちもいるほどおとなしいポケモンだ。
フリーザー,こおりをあやつるでんせつのとりポケモン。はばたくことでくうきをつめたくひやすのでフリーザーがとぶとゆきがふるといわれる。
サンダー,でんきをあやつるでんせつのとりポケモン。ふだんはカミナリぐものなかでくらしている。カミナリにうたれるとちからがわいてくる。
ファイヤー,ほのおをあやつるでんせつのとりポケモン。からだがきずつくとかこうのマグマにはいりぜんしんをもやしてきずをいやすという。
ミニリュウ,ミニリュウがだっぴをくりかえしているのはからだのなかでせいめいのエネルギーがどんどんふくらみおさえきれなくなるからだ。
ハクリュー,おおきなエネルギーをからだにためている。くびとしっぽのすいしょうからエネルギーをときはなちあたりのてんきをかえるという。
カイリュー,16じかんでちきゅうを1しゅうできる。あらしでなんぱしかけたふねをみつけるとりくちまでゆうどうするやさしいポケモン。
ミュウツー,いでんしそうさによってつくられたポケモン。にんげんのかがくりょくでからだはつくれてもやさしいこころをつくることはできなかった。
ミュウ,すべてのポケモンのいでんしをもつという。じゆうじざいにすがたをけすことができるのでひとにちかづいてもまったくきづかれない。
チコリータ,はっぱをふりまわしてあいてをいかくするがはっぱからあまいかおりがただようのでおたがいになごやかなふんいきになるよ。
ベイリーフ,くびのまわりのくるりとまいたはっぱのなかにはちいさなきのめが1こなっている。そのかおりはひとをげんきにさせるぞ。
メガニウム,はなのかおりはきもちをおだやかにする。たたかいのときはかおりをはっさんさせてあいてのたたかうきもちをにぶらせるのだ。
ヒノアラシ,せなかからほのおをふきあげてみをまもる。おこったときのほのおはいきおいがいいがつかれているときはふかんぜんねんしょうする。
マグマラシ,ほのおのいきおいとねっぷうでいかくする。すばやいみのこなしであいてのこうげきをかわしながらどうじにほのおでもやす。
バクフーン,しゃくねつのほのおでまわりにかげろうをつくりだしてすがたをかくすことができる。もえあがるばくふうはすべてをやきつくすぞ。
ワニノコ,ちいさなからだでもアゴのちからはつよい。ワニノコじしんはあまがみしているつもりでもおおけがをしてしまうほどのちからがある。
アリゲイツ,いちどかみついたらぜったいにはなさない。キバのさきがつりばりみたいにそりかえっているのでいちどささるとぬけなくなるのだ。
オーダイル,おおきなくちをあけてあいてをいかくする。きょうじんなうしろあしでじめんをけってものすごいスピードでとっしんしてくるぞ。
オタチ,ねむるときにはこうたいでみはりをする。きけんをさっちするとなかまをおこすのだ。むれからはぐれるとこわくてねむれなくなる。
オオタチ,てきにおそわれてもほそいすきまにするりともぐりこんでにげることができる。てあしはみじかいがとてもすばしっこい。
ホーホー,からだのなかにはちきゅうのじてんをかんじとるきかんをもっているのでまいにちおなじじかんになるとなきごえをあげる。
ヨルノズク,わずかなひかりでもみえるすぐれためとはおとをたてないやわらかいはねのおかげでくらやみではえものをぜったいににがさない。
レディバ,あしのつけねからだすえきたいのにおいでなかまとコミュニケーションをとっている。においのちがいできもちをつたえるという。
レディアン,ほしがたくさんみえるくうきのきれいなとちにはレディアンがたくさんすむという。ほしあかりをエネルギーにしているからだ。
イトマル,いとでつくったワナはだい2のしんけい。いとをつたわるわずかなしんどうだけでえもののしゅるいがわかるといわれている。
アリアドス,あしのせんたんにはちいさなカギヅメがありてんじょうやすいちょくのかべもあるける。ほそくじょうぶないとでてきをしめあげる。
クロバット,うでかあしのどちらかだけではばたいているときはながいきょりをとんでいるしょうこ。つかれるとはばたくハネをかえるのだ。
チョンチー,2ほんのしょくしゅからプラスとマイナスのでんきをながしてえものをきぜつさせる。でんきのあかりはなかまとのサインだ。
ランターン,しんかいのほしとよばれるポケモンだ。しょくしゅのなかのバクテリアとたいえきをかがくはんのうさせることでひかりをつくる。
ピチュー,かみなりぐもがでているときやくうきのかんそうしたひはでんきがたまりやすい。パチパチせいでんきのおとがなっているよ。
ピィ,ながれぼしのおおいよるはわになっておどるピィのすがたをみることができる。ひのでまでおどりよつゆでのどをうるおす。
ププリン,せいたいがまだじゅうぶんにはったつしていないのでうたいつづけるとノドがいたむ。きれいなおがわのみずでうがいをするよ。
トゲピー,ひとやポケモンがはっしているやさしさやたのしいきもちをエネルギーにしている。カラのなかにためたしあわせをわけている。
トゲチック,こううんをもたらすポケモンといわれている。じゅんすいなこころのもちぬしをみつけるとすがたをあらわししあわせをわけあたえる。
ネイティ,はねがまだそだっていないのでとべない。めをあわせるとじっとみつめるがあいてがすこしでもうごくととびはねてにげていく。
ネイティオ,いちにちじゅうネイティオがじっとしているのはみらいよちでわかったおそろしいできごとにおびえているからだとしんじられている。
メリープ,たいもうがこすれてせいでんきがたまる。でんりょくがたくさんたまるほどしっぽのさきについたでんきゅうがあかるくひかる。
モココ,たいもうのせいしつがへんかするのですくないりょうでもたくさんのでんきをつくりだせる。でんきをさえぎるつるつるのはだをもつ。
デンリュウ,デンリュウのあかりはうちゅうからもみえる。むかしのひとはデンリュウのあかりをつかいとおくのなかまとあいずをおくりあっていた。
キレイハナ,たいようのひかりをいっぱいあびるとからだのはっぱがくるくるまわりはじめる。キレイハナのダンスはなんごくのめいぶつだ。
マリル,あぶらのつまったしっぽはうきわのかわり。すいめんにしっぽだけがういているときはもぐってみずくさをたべているめじるしだ。
マリルリ,ながいみみはマリルリのだいじなセンサー。みみをすませばながれのはげしいかわでもそこにいるえもののしゅるいがわかるぞ。
ウソッキー,てきにおそわれないようにきのふりをする。りょうては1ねんじゅうみどりいろなのでふゆはにせものだとすぐにばれてしまう。
ニョロトノ,あたまのまきげはおうじゃのあかしだ。ながくきれいにまいているニョロトノほどなかまのそんけいをあつめるといわれている。
ハネッコ,かぜにのってふわふわただようポケモン。きょうふうのけはいをかんじるとなかまどうしはっぱをからめとばされないじゅんびをする。
ポポッコ,きおんが18どをこえるとはながひらく。おんどによりはなのひらきかたがかわるのでおんどけいのかわりにすることもある。
ワタッコ,あたたかいみなみかぜにのってうみをこえがいこくまでとんでいってしまうポケモン。つめたいくうきにふれるとじめんにおりる。
エイパム,きようにうごくしっぽのさきをてのひらのかわりにつかっていたらはんたいにりょうてがぶきようになってしまったポケモンだ。
ヒマナッツ,からだにためたえいようはしんかのときまでとっておくためほとんどうごこうとしない。なにもたべずにあさつゆだけをのんでいる。
キマワリ,たいようエネルギーからえいようをつくりだす。きおんのたかいにっちゅうかっぱつにうごきたいようがしずむとぱったりうごかなくなる。
ヤンヤンマ,めだまをうごかさずに360どみわたせる。きゅうブレーキやほうこうてんかんがとくい。ねらったえものをすばやくおいつめていく。
ウパー,ふだんはみずのなかでくらしているがエサをさがすときなどたまにちじょうにでてくる。りくではどくのねんえきでからだをおおう。
ヌオー,みずのなかでくちをあけてエサがぐうぜんとびこんでくるのをただただまっている。うごかないのであまりおなかがすかないのだ。
エーフィ,みとめたトレーナーにはきわめてちゅうじつ。トレーナーをきけんからまもるためによちのうりょくがはったつしたといわれている。
ブラッキー,つきのはどうをうけてしんかしたポケモン。くらやみにじっとひそみあいてをうかがう。おそいかかるときからだのわっかがひかる。
ヤミカラス,ふこうをはこぶといわれおそれられていた。キラキラひかるものにきょうみをしめしじょせいのゆびわをとっていこうとする。
ヤドキング,せかいのふしぎをかいめいするためまいにちけんきゅうしているがあたまのシェルダーがはずれるとぜんぶわすれてしまうらしい。
ムウマ,すすりなくようななきごえでこわがらせる。あいてのこわがるこころをあかいたまできゅうしゅうしてえいようにしているらしい。
アンノーン,こだいのもじににたすがたのポケモン。さきにうまれたのはもじかアンノーンなのか。けんきゅうちゅうだがいまだになぞである。
ソーナンス,2ひきいじょうあつまるとがまんくらべをはじめるがくうふくをがまんしてしまうのでソーナンストレーナーはちゅういがひつよう。
キリンリキ,シッポのあたまにもちいさなのうがある。においやおとにはんのうしてこうげきするのでうしろからちかよるといきなりかみつかれる。
クヌギダマ,きのえだにぶらさがりえものをまっている。きをゆらされてしょくじのじゃまをされるとじめんにおちてからいきなりばくはつするぞ。
フォレトス,こうてつのカラのなかにほんたいがいる。えものをつかまえるときにカラがひらくがあまりのはやさになかみはみえないのだ。
ノコッチ,ドリルのシッポをつかってうしろむきにじめんをほりすすみふくざつなかたちのすあなをちちゅうふかくにつくるポケモン。
グライガー,おとをたてずすべるようにかっくうする。りょううでのおおきなツメとあしのツメでえもののかおにしがみつきどくばりをさす。
ハガネール,イワークよりもふかいちちゅうにすんでいる。ちきゅうのちゅうしんにむかってほりすすみふかさ1キロにたっすることもある。
ブルー,キバをむきだしてこわいかおをすればちいさなポケモンならおびえてにげだす。にげられたブルーはちょっとさみしそう。
グランブル,したアゴがとてもはったつしたポケモン。キバがおもたいのでくびをかしげている。おどろかさなければむやみにかみつかない。
ハリーセン,のみこんだみずのちからをりようしてぜんしんのどくばりをいっせいにうちだす。およぐのはちょっとにがてなポケモンだ。
ハッサム,はがねのかたさをもつからだはちょっとやそっとのこうげきではびくともしないぞ。ハネをはばたかせたいおんをちょうせつする。
ツボツボ,いわのしたでこうらのなかにたくわえたきのみをたべながらみをひそめている。たいえきとまざりきのみはジュースになる。
ヘラクロス,いっちょくせんにてきのふところにもぐりこみたくましいツノですくいあげなげとばす。たいぼくもねこそぎたおすほどのパワーだ。
ニューラ,てあしのカギヅメをつきたててきをのぼる。おやのいないすきをねらってきのうえにあるすからタマゴをぬすんでたべる。
ヒメグマ,ハチミツのしみこんだてのひらをなめている。ヒメグマのハチミツはくだものとスピアーのあつめたかふんがブレンドされてつくられる。
リングマ,もりのなかにはリングマがエサあつめをするたいぼくやおがわがあちこちにあるという。まいにちエサをあつめてもりをあるく。
マグマッグ,からだのなかではしゃくねつのようがんがうずまいているがひえるとかたまってしまいくずれてからだがちいさくなっていく。
マグカルゴ,カラはひふがひえてかたまったもの。さわっただけでボロボロとくずれてしまう。マグマにはいるともとのおおきさにもどる。
ウリムー,じめんにはなをこすりつけてエサをさがす。かれくさのしたにはえたキノコがこうぶつ。たまにおんせんをほりあてることがあるよ。
イノムー,こごえるさむさにもたえられるようにあつくてながいけがわにおおわれている。こおりにうまったエサをキバでほりだす。
サニーゴ,サンゴのえだはたいようのひかりをあびるとなないろにキラキラかがやきとてもきれい。おれてもひとばんでもとどおりにはえてくる。
テッポウオ,のんだみずをふっきんをつかいいきおいよくふきだしてそらをとぶえものをしとめる。しんかがちかづくとかわをくだっていく。
